approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
US,0,0.010551832616329193,0.2324230098779779,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 692.00 and arr_delay = -22.00;
",100
US,1,0.0103350430727005,1.4003871284339473,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 158.00 and arr_delay = 1.00;
",100
US,2,0.010559618473052979,2.2607700266361412,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 277.00 and arr_delay = -13.00;
",100
US,3,0.00990787148475647,8.905506458191706,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 257.00 and arr_delay = -27.00;
",100
US,4,0.011065751314163208,0.3203779812951037,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 91.00 and arr_delay = -23.00;
",100
US,5,0.010906755924224854,7.8870496592015575,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 159.00 and arr_delay = -24.00;
",100
US,6,0.01038043200969696,11.560328490208464,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 56.00 and arr_delay = -34.00;
",100
US,7,0.010422661900520325,4.769494361875921,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 542.00 and arr_delay = -7.00;
",100
US,8,0.009202025830745697,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 914.00 and arr_delay = -85.00;
",100
US,9,0.010177254676818848,3.816930365602932,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 253.00 and arr_delay = -18.00;
",100
US,10,0.01016196608543396,10.891089108910892,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 426.00 and arr_delay = 70.00;
",100
US,11,0.011910244822502136,5.441297122912408,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 140.00 and arr_delay = -8.00;
",100
US,12,0.010757878422737122,3.998628551836455,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 71.00 and arr_delay = -25.00;
",100
US,13,0.010616227984428406,2.0838135238729394,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 251.00 and arr_delay = -9.00;
",100
US,14,0.011193953454494476,13.544668587896252,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 234.00 and arr_delay = -37.00;
",100
US,15,0.010584428906440735,17.100443416232892,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 323.00 and arr_delay = -33.00;
",100
US,16,0.010654278099536896,9.89010989010989,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1192.00 and arr_delay = -42.00;
",100
US,17,0.01036999374628067,1.373937483797907,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 127.00 and arr_delay = 8.00;
",100
US,18,0.011259324848651886,2.4675556613882605,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 96.00 and arr_delay = -1.00;
",100
US,19,0.011075899004936218,0.26531363169820094,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 198.00 and arr_delay = -19.00;
",100
US,20,0.010581143200397491,0.16094135957129468,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 125.00 and arr_delay = -5.00;
",100
US,21,0.010783232748508453,12.623591630259831,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1269.00 and arr_delay = -26.00;
",100
US,22,0.009479999542236328,4.902044172266168,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 507.00 and arr_delay = -11.00;
",100
US,23,0.009850122034549713,1.678043230944255,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 583.00 and arr_delay = -10.00;
",100
US,24,0.010870471596717834,2.5586464604525636,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 50.00 and arr_delay = -3.00;
",100
US,25,0.011410944163799286,289.61038961038963,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 62.00 and arr_delay = -58.00;
",100
US,26,0.010247237980365753,4.602510460251046,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 852.00 and arr_delay = -36.00;
",100
US,27,0.011672548949718475,4.615908703798331,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 391.00 and arr_delay = 48.00;
",100
US,28,0.010242752730846405,3.5463150382009854,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 224.00 and arr_delay = -15.00;
",100
US,29,0.010509416460990906,4.6826418768254765,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 238.00 and arr_delay = -6.00;
",100
US,30,0.010950885713100433,6.519380609527567,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 382.00 and arr_delay = 11.00;
",100
US,31,0.010609574615955353,5.7579318448883665,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 332.00 and arr_delay = -40.00;
",100
US,32,0.01077365130186081,5.3968851456264995,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 126.00 and arr_delay = 15.00;
",100
US,33,0.010256662964820862,0.3078053934855515,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 696.00 and arr_delay = 2.00;
",100
US,34,0.010973483324050903,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 346.00 and arr_delay = 319.00;
",100
US,35,0.010653555393218994,10.427099873783641,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 2715.00 and arr_delay = 25.00;
",100
US,36,0.010245487093925476,6.669703526553544,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 936.00 and arr_delay = 4.00;
",100
US,37,0.008985176682472229,9.157271473761051,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 756.00 and arr_delay = 0.00;
",100
US,38,0.010216012597084045,8.494471774389947,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 287.00 and arr_delay = 5.00;
",100
US,39,0.011077798902988434,6.27997933731828,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 274.00 and arr_delay = 32.00;
",100
US,40,0.009083710610866547,9.029649595687331,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 982.00 and arr_delay = 26.00;
",100
US,41,0.011291727423667908,30.00520020800832,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 153.00 and arr_delay = -39.00;
",100
US,42,0.01131034642457962,3.2763435733260673,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 503.00 and arr_delay = -21.00;
",100
US,43,0.008728943765163422,6.89883182719859,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 985.00 and arr_delay = 19.00;
",100
US,44,0.009834490716457367,10.638676788139177,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 408.00 and arr_delay = 9.00;
",100
US,45,0.010196693241596222,8.868201861832436,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 317.00 and arr_delay = 36.00;
",100
US,46,0.010764047503471375,0.9388529454686968,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 325.00 and arr_delay = 3.00;
",100
US,47,0.010826557874679565,1.4446979002164122,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 288.00 and arr_delay = 6.00;
",100
US,48,0.01103830337524414,25.13368983957219,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 65.00 and arr_delay = 143.00;
",100
US,49,0.011616811156272888,1.9244022689922071,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 95.00 and arr_delay = 30.00;
",100
US,50,0.010274462401866913,9.01012605910312,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 396.00 and arr_delay = 22.00;
",100
US,51,0.010409995913505554,3.0442035029190992,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 213.00 and arr_delay = -30.00;
",100
US,52,0.009857073426246643,3.767660910518053,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 304.00 and arr_delay = 7.00;
",100
US,53,0.011103644967079163,7.550847034131228,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 271.00 and arr_delay = 24.00;
",100
US,54,0.011224038898944855,4.9205601473170315,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 220.00 and arr_delay = 13.00;
",100
US,55,0.01093321293592453,12.638322655794992,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 208.00 and arr_delay = 107.00;
",100
US,56,0.011041328310966492,1.3095464034921238,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 86.00 and arr_delay = 10.00;
",100
US,57,0.009649105370044708,14.059056853239312,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 604.00 and arr_delay = 18.00;
",100
US,58,0.010472744703292847,8.897742363877823,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 92.00 and arr_delay = 35.00;
",100
US,59,0.011321060359477997,2.39310310657484,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 112.00 and arr_delay = 27.00;
",100
US,60,0.010422766208648682,4.43864229765013,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 538.00 and arr_delay = 20.00;
",100
US,61,0.012077845633029938,6.0188663494448615,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 187.00 and arr_delay = 16.00;
",100
US,62,0.010913468897342682,6.372275013974288,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 164.00 and arr_delay = 52.00;
",100
US,63,0.010002940893173218,6.407063617840163,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 411.00 and arr_delay = 28.00;
",100
US,64,0.01117764413356781,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1243.00 and arr_delay = 259.00;
",100
US,65,0.009431801736354828,1.8656289344168477,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 477.00 and arr_delay = 34.00;
",100
US,66,0.00948844850063324,5.244693913348535,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 437.00 and arr_delay = 47.00;
",100
US,67,0.00894414633512497,2.065147966787311,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 845.00 and arr_delay = 23.00;
",100
US,68,0.010803833603858948,0.9460211463550361,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 89.00 and arr_delay = 29.00;
",100
US,69,0.01097974181175232,18.218623481781375,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 351.00 and arr_delay = -32.00;
",100
US,70,0.010639667510986328,7.356564589933122,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 306.00 and arr_delay = 55.00;
",100
US,71,0.009980849921703339,15.50577528876444,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 398.00 and arr_delay = 73.00;
",100
US,72,0.009875059127807617,0.7556675062972292,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 634.00 and arr_delay = 41.00;
",100
US,73,0.010952629148960114,11.638700464119957,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 230.00 and arr_delay = 37.00;
",100
US,74,0.010879650712013245,5.638358174118903,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 295.00 and arr_delay = 17.00;
",100
US,75,0.010075964033603668,2.103688055628906,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 106.00 and arr_delay = 39.00;
",100
US,76,0.01201639324426651,5.755117806102742,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 218.00 and arr_delay = 21.00;
",100
US,77,0.010989248752593994,9.892638036809815,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 240.00 and arr_delay = 40.00;
",100
US,78,0.010471351444721222,4.723360482959816,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 373.00 and arr_delay = -16.00;
",100
US,79,0.010733842849731445,25.129583413323093,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 273.00 and arr_delay = 58.00;
",100
US,80,0.009963177144527435,1.594650205761317,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 320.00 and arr_delay = 45.00;
",100
US,81,0.008829906582832336,36.23978201634878,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 972.00 and arr_delay = 75.00;
",100
US,82,0.010830752551555634,14.018117610931982,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1138.00 and arr_delay = 31.00;
",100
US,83,0.010891065001487732,14.370811615785556,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 84.00 and arr_delay = 95.00;
",100
US,84,0.010495088994503021,14.813061997160434,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 261.00 and arr_delay = 94.00;
",100
US,85,0.010866954922676086,19.636617749825298,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1027.00 and arr_delay = 78.00;
",100
US,86,0.010875456035137177,35.30135301353013,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 54.00 and arr_delay = 117.00;
",100
US,87,0.010570928454399109,16.45706072583543,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 134.00 and arr_delay = -29.00;
",100
US,88,0.009911686182022095,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 399.00 and arr_delay = 258.00;
",100
US,89,0.010958485305309296,3.353722843282008,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 41.00 and arr_delay = 67.00;
",100
US,90,0.01031234860420227,2.6694045174537986,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 146.00 and arr_delay = -47.00;
",100
US,91,0.018824703991413116,28.205128205128204,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 891.00 and arr_delay = 148.00;
",100
US,92,0.02093193680047989,27.27272727272727,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 67.00 and arr_delay = 114.00;
",100
US,93,0.01116606593132019,10.497237569060774,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 3801.00 and arr_delay = 126.00;
",100
US,94,0.009713329374790192,4.765123352483947,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 570.00 and arr_delay = 62.00;
",100
US,95,0.010512717068195343,1.4027378739225957,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1057.00 and arr_delay = 33.00;
",100
US,96,0.010141827166080475,13.499716392512761,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 233.00 and arr_delay = 49.00;
",100
US,97,0.010593973100185394,53.271028037383175,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 310.00 and arr_delay = 177.00;
",100
US,98,0.012361966073513031,9.19811320754717,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 401.00 and arr_delay = 38.00;
",100
US,99,0.009760655462741852,6.557377049180328,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 650.00 and arr_delay = 93.00;
",100
US,100,0.010490991175174713,29.245283018867923,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 190.00 and arr_delay = 57.00;
",100
US,101,0.010192342102527618,8.978071990070335,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 708.00 and arr_delay = 59.00;
",100
US,102,0.010409101843833923,8.157752566180443,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 58.00 and arr_delay = 61.00;
",100
US,103,0.010906696319580078,2.4110218140068884,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 108.00 and arr_delay = 42.00;
",100
US,104,0.011381648480892181,6.976744186046512,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 32.00 and arr_delay = 63.00;
",100
US,105,0.012140132486820221,14.119218161952169,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 121.00 and arr_delay = 50.00;
",100
US,106,0.012099117040634155,0.09293680297397769,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 116.00 and arr_delay = 69.00;
",100
US,107,0.010893166065216064,22.36024844720497,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 688.00 and arr_delay = 60.00;
",100
US,108,0.010998919606208801,18.302018093249824,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1576.00 and arr_delay = 56.00;
",100
US,109,0.011184535920619965,7.138247063379373,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 83.00 and arr_delay = -31.00;
",100
US,110,0.010895557701587677,31.74061433447099,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 123.00 and arr_delay = 134.00;
",100
US,111,0.011068761348724365,26.035502958579883,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 2384.00 and arr_delay = 124.00;
",100
US,112,0.011379972100257874,0.7705986959098993,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 183.00 and arr_delay = 53.00;
",100
US,113,0.009511403739452362,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 954.00 and arr_delay = 412.00;
",100
US,114,0.010058142244815826,21.796165489404643,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 737.00 and arr_delay = 43.00;
",100
US,115,0.011127300560474396,18.284869393790043,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 63.00 and arr_delay = 104.00;
",100
US,116,0.01085866242647171,4.970669959864155,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 378.00 and arr_delay = 68.00;
",100
US,117,0.011394008994102478,4.0582726326742975,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 387.00 and arr_delay = 91.00;
",100
US,118,0.012174427509307861,30.33175355450237,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 55.00 and arr_delay = 147.00;
",100
US,119,0.011665217578411102,15.107913669064748,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 246.00 and arr_delay = 85.00;
",100
US,120,0.012014470994472504,4.367993815229996,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1236.00 and arr_delay = 87.00;
",100
US,121,0.010778427124023438,1.5531660692951015,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 861.00 and arr_delay = 64.00;
",100
US,122,0.011307291686534882,26.682377585755436,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 226.00 and arr_delay = 71.00;
",100
US,123,0.010800264775753021,27.710843373493976,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 69.00 and arr_delay = -44.00;
",100
US,124,0.010282561182975769,1.7095866695520452,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 247.00 and arr_delay = 65.00;
",100
US,125,0.010859481990337372,57.68688293370945,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1811.00 and arr_delay = 157.00;
",100
US,126,0.012087464332580566,26.146788990825687,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 107.00 and arr_delay = 92.00;
",100
US,127,0.01208050549030304,64.65422612513721,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 104.00 and arr_delay = 144.00;
",100
US,128,0.010840311646461487,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 241.00 and arr_delay = 279.00;
",100
US,129,0.011286832392215729,2.8115237764665046,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 166.00 and arr_delay = 86.00;
",100
US,130,0.010521546006202698,72.52747252747253,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 578.00 and arr_delay = 165.00;
",100
US,131,0.011105231940746307,20.833333333333336,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 511.00 and arr_delay = 72.00;
",100
US,132,0.011022835969924927,36.575616255829445,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 202.00 and arr_delay = 81.00;
",100
US,133,0.011384375393390656,4.567188320256523,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 111.00 and arr_delay = -17.00;
",100
US,134,0.00988353043794632,47.78067885117493,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 789.00 and arr_delay = 138.00;
",100
US,135,0.010171964764595032,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 618.00 and arr_delay = 842.00;
",100
US,136,0.011926792562007904,21.875,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1056.00 and arr_delay = 100.00;
",100
US,137,0.009719803929328918,4.559915164369035,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 846.00 and arr_delay = 90.00;
",100
US,138,0.010927587747573853,10.13215859030837,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 203.00 and arr_delay = 183.00;
",100
US,139,0.01073312759399414,24.02659069325736,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 211.00 and arr_delay = 79.00;
",100
US,140,0.010455861687660217,54.337899543378995,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 353.00 and arr_delay = 211.00;
",100
US,141,0.011190369725227356,12.84137129575828,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 109.00 and arr_delay = 113.00;
",100
US,142,0.012144073843955994,8.304951532617238,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 31.00 and arr_delay = 80.00;
",100
US,143,0.011839151382446289,50.093808630394,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 144.00 and arr_delay = 133.00;
",100
US,144,0.010793931782245636,29.817444219066935,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 463.00 and arr_delay = 74.00;
",100
US,145,0.011186845600605011,0.4100761570005858,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 394.00 and arr_delay = 97.00;
",100
