approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
US,0,0.011251240968704224,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 692.00 and arr_delay = -22.00 and origin = 'ABE' and dest = 'ATL' and dep_delay = -11.00;
",100
US,1,0.010924160480499268,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 158.00 and arr_delay = 1.00 and origin = 'ABI' and dest = 'DFW' and dep_delay = -25.00;
",100
US,2,0.011035837233066559,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 277.00 and arr_delay = -13.00 and origin = 'ABQ' and dest = 'AMA' and dep_delay = -6.00;
",100
US,3,0.010689966380596161,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 257.00 and arr_delay = -27.00 and origin = 'ABR' and dest = 'MSP' and dep_delay = -18.00;
",100
US,4,0.010766372084617615,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 91.00 and arr_delay = -23.00 and origin = 'ACK' and dest = 'BOS' and dep_delay = -13.00;
",100
US,5,0.010717496275901794,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 159.00 and arr_delay = -24.00 and origin = 'ACT' and dest = 'IAH' and dep_delay = -15.00;
",100
US,6,0.01173015683889389,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 56.00 and arr_delay = -34.00 and origin = 'ACV' and dest = 'CEC' and dep_delay = -33.00;
",100
US,7,0.010434761643409729,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 542.00 and arr_delay = -7.00 and origin = 'ACY' and dest = 'CVG' and dep_delay = -16.00;
",100
US,8,0.009413249790668488,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 914.00 and arr_delay = -85.00 and origin = 'ADK' and dest = 'AKN' and dep_delay = -87.00;
",100
US,9,0.011005505919456482,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 253.00 and arr_delay = -18.00 and origin = 'ADQ' and dest = 'ANC' and dep_delay = -38.00;
",100
US,10,0.010172858834266663,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 426.00 and arr_delay = 70.00 and origin = 'AEX' and dest = 'ABI' and dep_delay = 0.00;
",100
US,11,0.010159946978092194,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 140.00 and arr_delay = -8.00 and origin = 'AGS' and dest = 'CLT' and dep_delay = -10.00;
",100
US,12,0.011261850595474243,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 71.00 and arr_delay = -25.00 and origin = 'AKN' and dest = 'DLG' and dep_delay = -20.00;
",100
US,13,0.012125164270401001,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 251.00 and arr_delay = -9.00 and origin = 'ALB' and dest = 'BUF' and dep_delay = -2.00;
",100
US,14,0.010815523564815521,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 234.00 and arr_delay = -37.00 and origin = 'ALO' and dest = 'ORD' and dep_delay = -9.00;
",100
US,15,0.010460913181304932,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 323.00 and arr_delay = -33.00 and origin = 'AMA' and dest = 'DAL' and dep_delay = -8.00;
",100
US,16,0.010781586170196533,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1192.00 and arr_delay = -42.00 and origin = 'ANC' and dest = 'ADK' and dep_delay = -21.00;
",100
US,17,0.0110817551612854,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 127.00 and arr_delay = 8.00 and origin = 'ANI' and dest = 'KSM' and dep_delay = 7.00;
",100
US,18,0.0114951953291893,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 96.00 and arr_delay = -1.00 and origin = 'APF' and dest = 'MIA' and dep_delay = 1.00;
",100
US,19,0.010670170187950134,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 198.00 and arr_delay = -19.00 and origin = 'APN' and dest = 'DTW' and dep_delay = -14.00;
",100
US,20,0.010946132242679596,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 125.00 and arr_delay = -5.00 and origin = 'ASE' and dest = 'DEN' and dep_delay = -22.00;
",100
US,21,0.011385634541511536,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1269.00 and arr_delay = -26.00 and origin = 'ATL' and dest = 'ABQ' and dep_delay = -7.00;
",100
