approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
US,0,0.010206632316112518,0.4783369756326776,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 692.00;
",100
US,1,0.01094035804271698,0.584086126912302,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 158.00;
",100
US,2,0.010531134903430939,0.45856469568680724,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 277.00;
",100
US,3,0.009982600808143616,0.5595513638107669,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 257.00;
",100
US,4,0.010660924017429352,0.7310941488798919,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 91.00;
",100
US,5,0.011119529604911804,0.568124934793674,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 159.00;
",100
US,6,0.012500055134296417,0.6989549207607528,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 56.00;
",100
US,7,0.010598108172416687,0.47790822819020257,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 542.00;
",100
US,8,0.009546235203742981,0.8059771778236487,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 914.00;
",100
US,9,0.009896926581859589,0.5614157502572117,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 253.00;
",100
US,10,0.009767137467861176,0.38218808190734854,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 426.00;
",100
US,11,0.011971138417720795,0.7079958830195349,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 140.00;
",100
US,12,0.010831110179424286,0.6986948105642351,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 71.00;
",100
US,13,0.009596407413482666,0.545609616780792,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 251.00;
",100
US,14,0.010688982903957367,0.6230199661091873,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 234.00;
",100
US,15,0.010503336787223816,0.22503876657685556,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 323.00;
",100
US,16,0.010192595422267914,0.6044615534337525,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1192.00;
",100
US,17,0.01053532212972641,0.7409813158644614,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 127.00;
",100
US,18,0.009758129715919495,0.7153140156213253,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 96.00;
",100
US,19,0.010696470737457275,0.5990494389515199,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 198.00;
",100
US,20,0.012297667562961578,0.7599823072902007,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 125.00;
",100
US,21,0.01063382625579834,0.6921160120947942,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1269.00;
",100
US,22,0.010046705603599548,0.4356117818797174,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 507.00;
",100
US,23,0.0102534219622612,0.3276929989437605,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 583.00;
",100
US,24,0.010293453931808472,0.701942482593564,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 50.00;
",100
US,25,0.010763213038444519,0.7059132652734252,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 62.00;
",100
US,26,0.009205207228660583,0.7255972638355975,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 852.00;
",100
US,27,0.01008172333240509,0.45312354005234223,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 391.00;
",100
US,28,0.010096326470375061,0.6020765955753351,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 224.00;
",100
US,29,0.010698966681957245,0.6154088532550761,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 238.00;
",100
US,30,0.01022687554359436,0.41965834606062885,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 382.00;
",100
US,31,0.009664066135883331,0.3129910541893842,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 332.00;
",100
US,32,0.010201215744018555,0.7451285019131121,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 126.00;
",100
US,33,0.009736776351928711,0.5724910701179233,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 696.00;
",100
US,34,0.011702954769134521,0.42724918782894794,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 346.00;
",100
US,35,0.010909408330917358,0.720588341451716,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 2715.00;
",100
US,36,0.009257286787033081,1.1231854383900386,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 936.00;
",100
US,37,0.008986078202724457,0.5464567721701724,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 756.00;
",100
US,38,0.010773785412311554,0.3296787548876792,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 287.00;
",100
US,39,0.0117722749710083,0.4607460735065504,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 274.00;
",100
US,40,0.009443968534469604,0.6733229418592247,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 982.00;
",100
US,41,0.009891100227832794,0.6245456701249028,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 153.00;
",100
US,42,0.00929771363735199,0.40733683374539414,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 503.00;
",100
US,43,0.009299784898757935,0.70323510608687,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 985.00;
",100
US,44,0.01026136428117752,0.29350934126443434,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 408.00;
",100
US,45,0.010637491941452026,0.31256910287288653,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 317.00;
",100
US,46,0.00968220829963684,0.24809308637462688,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 325.00;
",100
US,47,0.010377831757068634,0.31896342843978026,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 288.00;
",100
