approach,query_no,latency,average_relative_error,bin_completeness,total_bins,query,sample_percentage
US,82,0.010593034327030182,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1138.00 and arr_delay = 31.00 and origin = 'FNT';
",100
US,83,0.009920574724674225,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 84.00 and arr_delay = 95.00 and origin = 'FWA';
",100
US,84,0.010282419621944427,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 261.00 and arr_delay = 94.00 and origin = 'GCC';
",100
US,85,0.010978654026985168,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1027.00 and arr_delay = 78.00 and origin = 'GEG';
",100
US,86,0.011096589267253876,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 54.00 and arr_delay = 117.00 and origin = 'GJT';
",100
US,87,0.01066085696220398,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 134.00 and arr_delay = -29.00 and origin = 'GRB';
",100
US,88,0.010934717953205109,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 399.00 and arr_delay = 258.00 and origin = 'GSO';
",100
US,89,0.010303407907485962,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 41.00 and arr_delay = 67.00 and origin = 'GST';
",100
US,90,0.010832853615283966,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 146.00 and arr_delay = -47.00 and origin = 'GTF';
",100
US,91,0.010405108332633972,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 891.00 and arr_delay = 148.00 and origin = 'HDN';
",100
US,92,0.0113086998462677,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 67.00 and arr_delay = 114.00 and origin = 'HLN';
",100
US,93,0.011249788105487823,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 3801.00 and arr_delay = 126.00 and origin = 'HNL';
",100
US,94,0.010505259037017822,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 570.00 and arr_delay = 62.00 and origin = 'HOU';
",100
US,95,0.01089603453874588,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance <= 1057.00 and arr_delay = 33.00 and origin = 'HPN';
",100
US,96,0.011003583669662476,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 233.00 and arr_delay = 49.00 and origin = 'HRL';
",100
US,97,0.010450311005115509,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 310.00 and arr_delay = 177.00 and origin = 'HSV';
",100
US,98,0.010163441300392151,19.047619047619047,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 401.00 and arr_delay = 38.00 and origin = 'IAD';
",100
US,99,0.009890809655189514,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 650.00 and arr_delay = 93.00 and origin = 'IAG';
",100
US,100,0.011011391878128052,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 190.00 and arr_delay = 57.00 and origin = 'IAH';
",100
US,101,0.009729482233524323,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 708.00 and arr_delay = 59.00 and origin = 'IND';
",100
US,102,0.010800071060657501,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 58.00 and arr_delay = 61.00 and origin = 'IPL';
",100
US,103,0.011224307119846344,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 108.00 and arr_delay = 42.00 and origin = 'ISP';
",100
US,104,0.010748319327831268,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 32.00 and arr_delay = 63.00 and origin = 'ITH';
",100
US,105,0.0106830894947052,100,0,0,"SELECT COUNT(*) FROM flights_sample_1p WHERE distance >= 121.00 and arr_delay = 50.00 and origin = 'ITO';
",100
